,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
3703,A28036,We should legalize organ trade,against,"legalizing the organ trade would make the organs to expensive to all those on need, making them available to only the wealthiest of patients.","legalizing the organ trade would make the organs to expensive to all those on need, making them available to only the wealthiest of patients. against We should legalize organ trade","['Security: personal', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3704,A28039,We should adopt an austerity regime,in favor of,An austerity regime is very important during economically stressful times.,An austerity regime is very important during economically stressful times. in favor of We should adopt an austerity regime,"['Power: resources', 'Security: personal']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3705,A28040,We should ban factory farming,against,"humans need food and this is simply another way to cultivate it.  at the end of the day these animals are going to be food no matter what, so the way they get there is of little interest.","humans need food and this is simply another way to cultivate it.  at the end of the day these animals are going to be food no matter what, so the way they get there is of little interest. against We should ban factory farming","['Humility', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3706,A28041,We should stop the development of autonomous cars,in favor of,these cars are prone to hacking like any other tech and can put millions of lives at risk,these cars are prone to hacking like any other tech and can put millions of lives at risk in favor of We should stop the development of autonomous cars,"['Security: personal', 'Security: societal', 'Conformity: rules']",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
3707,A28044,We should ban cosmetic surgery for minors,against,"cosmetic surgery can have an enormous impact on increasing self esteem, minors should be allowed to benefit from this as well","cosmetic surgery can have an enormous impact on increasing self esteem, minors should be allowed to benefit from this as well against We should ban cosmetic surgery for minors","['Self-direction: action', 'Achievement', 'Security: personal', 'Universalism: concern']",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3708,A28045,We should abolish zoos,in favor of,"animals need to be free and unrestricted, zoos offer small enclosures, denying animals the chance to survive and thrive in their own habitat.","animals need to be free and unrestricted, zoos offer small enclosures, denying animals the chance to survive and thrive in their own habitat. in favor of We should abolish zoos","['Self-direction: action', 'Universalism: nature']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3709,A28047,We should abolish intellectual property rights,in favor of,intellectual endeavors are not isolated and it's possible for more than one individual to have the same ideas and inspiration,intellectual endeavors are not isolated and it's possible for more than one individual to have the same ideas and inspiration in favor of We should abolish intellectual property rights,"['Self-direction: thought', 'Achievement', 'Universalism: concern', 'Universalism: objectivity']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3710,A28048,We should adopt atheism,in favor of,atheists are much more likely to care about the environment,atheists are much more likely to care about the environment in favor of We should adopt atheism,"['Security: personal', 'Universalism: nature']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3711,A28050,We should abolish zoos,against,zoos are helping in many ways the animals that are going extinct and that will not make it in the wild so they should not be abolished.,zoos are helping in many ways the animals that are going extinct and that will not make it in the wild so they should not be abolished. against We should abolish zoos,"['Security: personal', 'Universalism: nature']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3712,A28053,We should subsidize embryonic stem cell research,in favor of,embryonic stem cells have already been proven to have the capability to save lives. with more research who knows how many more uses they could have in reducing illness and improving quality of life.,embryonic stem cells have already been proven to have the capability to save lives. with more research who knows how many more uses they could have in reducing illness and improving quality of life. in favor of We should subsidize embryonic stem cell research,"['Self-direction: thought', 'Achievement', 'Security: personal']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3713,A28054,We should ban whaling,against,"we shouldn't ban whaling because it is so important to many cultures. as long as the whales are sustainably harvested, what is the issue?","we shouldn't ban whaling because it is so important to many cultures. as long as the whales are sustainably harvested, what is the issue? against We should ban whaling","['Tradition', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3714,A28056,We should subsidize journalism,in favor of,journalism is incredibly important when it comes to unbiased coverage of our government.,journalism is incredibly important when it comes to unbiased coverage of our government. in favor of We should subsidize journalism,"['Achievement', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3715,A28057,We should abolish the three-strikes laws,against,"if we got rid of three-strikes laws, there would be little deterrent for career criminals.","if we got rid of three-strikes laws, there would be little deterrent for career criminals. against We should abolish the three-strikes laws","['Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
3716,A28059,We should adopt an austerity regime,against,an austerity regime will cause taxpayers to have to pay more taxes,an austerity regime will cause taxpayers to have to pay more taxes against We should adopt an austerity regime,"['Power: resources', 'Security: personal']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3717,A28060,We should abolish safe spaces,in favor of,"safe spaces are an enormous waste of time and money, especially when things like churches, medical offices, etc., exist.","safe spaces are an enormous waste of time and money, especially when things like churches, medical offices, etc., exist. in favor of We should abolish safe spaces","['Security: personal', 'Humility', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3718,A28061,We should ban human cloning,in favor of,we need to spend money on people who are already alive and need help before we create new ones,we need to spend money on people who are already alive and need help before we create new ones in favor of We should ban human cloning,"['Power: resources', 'Humility', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
3719,A28062,We should cancel pride parades,in favor of,we should cancel pride parades because it is not needed to show off people everything what they wanted.,we should cancel pride parades because it is not needed to show off people everything what they wanted. in favor of We should cancel pride parades,"['Self-direction: action', 'Tradition', 'Conformity: interpersonal', 'Humility', 'Universalism: objectivity']",0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
3720,A28064,We should ban whaling,in favor of,"whaling is not just cruel, but an indefensible assault on endangered species.","whaling is not just cruel, but an indefensible assault on endangered species. in favor of We should ban whaling",['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3721,A28065,We should ban private military companies,in favor of,"military contractors take work away from our own troops, which the government already spends a great deal on.","military contractors take work away from our own troops, which the government already spends a great deal on. in favor of We should ban private military companies","['Power: resources', 'Security: personal', 'Universalism: concern']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3722,A28066,We should abolish capital punishment,in favor of,capital punishment has done nothing to actually deter serious crime in this country,capital punishment has done nothing to actually deter serious crime in this country in favor of We should abolish capital punishment,"['Achievement', 'Security: societal']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3723,A28067,We should abolish the three-strikes laws,against,if people do not learn from their mistakes and corrections then they are unfit to live among society.,if people do not learn from their mistakes and corrections then they are unfit to live among society. against We should abolish the three-strikes laws,"['Conformity: rules', 'Humility', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3724,A28068,We should limit executive compensation,against,an owner of a company should be allowed to make as much money as possible,an owner of a company should be allowed to make as much money as possible against We should limit executive compensation,"['Achievement', 'Power: dominance', 'Power: resources']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,A28069,We should fight for the abolition of nuclear weapons,in favor of,nuclear weapons have the ability to destroy the entire human race and should be banned.,nuclear weapons have the ability to destroy the entire human race and should be banned. in favor of We should fight for the abolition of nuclear weapons,"['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
